EE UID,Client ID,Destination,first_datenum,last_datenum,first_m,last_m,first_year,last_year,diffdays,Client Age at Entry,Client Gender,Client Gender,Client Primary Race,Client Ethnicity,Client Veteran Status,Length of Stay in Previous Place(1934),Housing Status(2703),Prior Living Situation(43)
859610,375893,"Staying or living with family, temporary tenure (HUD)",2017-02-14,2017-03-16,2,3.0,2017,2017.0,30.0,46.0,Female,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),Two to six nights,Category 1 - Homeless (HUD),Place not meant for habitation (HUD)
859700,73827,"Staying or living with family, temporary tenure (HUD)",2017-02-15,2017-02-25,2,2.0,2017,2017.0,10.0,48.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One week or more, but less than one month",Category 1 - Homeless (HUD),Hotel or motel paid for without emergency shelter voucher (HUD)
859711,385243,"Staying or living with family, temporary tenure (HUD)",2017-02-07,2017-04-20,2,4.0,2017,2017.0,72.0,64.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD),"One week or more, but less than one month",Category 1 - Homeless (HUD),Hospital or other residential non-psychiatric medical facility (HUD)
860128,195489,"Staying or living with family, temporary tenure (HUD)",2017-02-16,2017-03-28,2,3.0,2017,2017.0,40.0,43.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),Place not meant for habitation (HUD)
860129,449670,"Staying or living with family, temporary tenure (HUD)",2017-02-13,2017-03-25,2,3.0,2017,2017.0,40.0,45.0,Female,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)"
860251,287255,"Staying or living with family, temporary tenure (HUD)",2017-02-14,2017-02-19,2,2.0,2017,2017.0,5.0,37.0,Male,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One week or more, but less than one month",Category 1 - Homeless (HUD),"Emergency shelter, incl. hotel/motel paid for w/ ES voucher, or RHY-funded Host Home shelter (HUD)"
860253,333120,"Jail, prison or juvenile detention facility (HUD)",2017-02-13,2017-02-22,2,2.0,2017,2017.0,9.0,38.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),Place not meant for habitation (HUD)
861033,449769,"Staying or living with family, temporary tenure (HUD)",2017-02-10,2017-03-09,2,3.0,2017,2017.0,27.0,22.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One week or more, but less than one month",Category 1 - Homeless (HUD),"Emergency shelter, incl. hotel/motel paid for w/ ES voucher, or RHY-funded Host Home shelter (HUD)"
861034,196740,"Staying or living with family, temporary tenure (HUD)",2017-02-17,2017-02-23,2,2.0,2017,2017.0,6.0,41.0,Female,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),Place not meant for habitation (HUD)
861035,228541,"Staying or living with family, temporary tenure (HUD)",2017-02-15,2017-06-30,2,6.0,2017,2017.0,135.0,49.0,Female,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One month or more, but less than 90 days",Category 1 - Homeless (HUD),Place not meant for habitation (HUD)
861485,326073,"Staying or living with family, permanent tenure (HUD)",2017-02-20,2017-02-20,2,2.0,2017,2017.0,0.0,42.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One year or longer (HUD),Category 1 - Homeless (HUD),"Rental by client, with other ongoing housing subsidy (HUD)"
861486,218081,"Staying or living with family, temporary tenure (HUD)",2017-02-20,2017-02-24,2,2.0,2017,2017.0,4.0,49.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One month or more, but less than 90 days",Category 1 - Homeless (HUD),"Staying or living in a friend's room, apartment or house (HUD)"
861487,194756,"Staying or living with family, temporary tenure (HUD)",2017-02-20,2017-03-07,2,3.0,2017,2017.0,15.0,46.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One year or longer (HUD),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)"
861488,8104,"Staying or living with family, temporary tenure (HUD)",2017-02-20,2017-03-20,2,3.0,2017,2017.0,28.0,54.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD),Two to six nights,Category 1 - Homeless (HUD),Substance abuse treatment facility or detox center (HUD)
861489,67984,"Staying or living with family, temporary tenure (HUD)",2017-02-20,2017-02-24,2,2.0,2017,2017.0,4.0,49.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)"
861900,207506,"Staying or living with family, temporary tenure (HUD)",2017-02-20,2017-04-20,2,4.0,2017,2017.0,59.0,59.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)"
861901,449958,"Staying or living with family, temporary tenure (HUD)",2017-02-17,2017-03-09,2,3.0,2017,2017.0,20.0,68.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD),One night or less,,Place not meant for habitation (HUD)
863776,450197,"Staying or living with family, temporary tenure (HUD)",2017-02-19,2017-03-07,2,3.0,2017,2017.0,16.0,25.0,Male,Male,White (HUD),Hispanic/Latino (HUD),No (HUD),"One week or more, but less than one month",Category 1 - Homeless (HUD),Place not meant for habitation (HUD)
863778,172032,"Staying or living with family, temporary tenure (HUD)",2017-02-24,2017-03-02,2,3.0,2017,2017.0,6.0,27.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),"Jail, prison or juvenile detention facility (HUD)"
863780,419391,"Rental by client, no ongoing housing subsidy (HUD)",2017-02-25,2017-11-09,2,11.0,2017,2017.0,257.0,44.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One month or more, but less than 90 days",Category 1 - Homeless (HUD),"Rental by client, no ongoing housing subsidy (HUD)"
863781,275918,Hospital or other residential non-psychiatric medical facility (HUD),2017-02-26,2017-02-27,2,2.0,2017,2017.0,1.0,50.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One night or less,Category 1 - Homeless (HUD),Hospital or other residential non-psychiatric medical facility (HUD)
863782,160302,"Staying or living with family, temporary tenure (HUD)",2017-02-26,2017-03-07,2,3.0,2017,2017.0,9.0,44.0,Male,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),"Jail, prison or juvenile detention facility (HUD)"
863783,432579,"Staying or living with family, temporary tenure (HUD)",2017-02-26,2017-03-10,2,3.0,2017,2017.0,12.0,35.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD),"90 days or more, but less than one year",,"Staying or living in a family member's room, apartment or house (HUD)"
863784,450201,"Staying or living with family, temporary tenure (HUD)",2017-02-24,2017-03-01,2,3.0,2017,2017.0,5.0,40.0,Female,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD),One night or less,Category 1 - Homeless (HUD),Place not meant for habitation (HUD)
863785,441963,"Staying or living with family, temporary tenure (HUD)",2017-02-26,2017-02-28,2,2.0,2017,2017.0,2.0,30.0,Female,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),,,
864484,120580,"Staying or living with family, temporary tenure (HUD)",2017-02-27,2017-03-20,2,3.0,2017,2017.0,21.0,68.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD),"One month or more, but less than 90 days",Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)"
864485,84223,"Staying or living with family, temporary tenure (HUD)",2017-02-27,2017-03-02,2,3.0,2017,2017.0,3.0,50.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One week or more, but less than one month",Category 1 - Homeless (HUD),"Emergency shelter, incl. hotel/motel paid for w/ ES voucher, or RHY-funded Host Home shelter (HUD)"
864486,450279,"Staying or living with family, temporary tenure (HUD)",2017-02-27,2017-03-15,2,3.0,2017,2017.0,16.0,50.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One week or more, but less than one month",Category 1 - Homeless (HUD),Place not meant for habitation (HUD)
864491,194795,"Staying or living with family, temporary tenure (HUD)",2017-02-27,2017-03-02,2,3.0,2017,2017.0,3.0,33.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)"
864492,72612,"Staying or living with family, temporary tenure (HUD)",2017-02-11,2017-03-12,2,3.0,2017,2017.0,29.0,56.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),"Rental by client, no ongoing housing subsidy (HUD)"
864496,296887,"Staying or living with family, temporary tenure (HUD)",2017-02-20,2017-03-28,2,3.0,2017,2017.0,36.0,62.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One year or longer (HUD),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)"
865011,447171,"Staying or living with family, temporary tenure (HUD)",2017-02-17,2017-03-02,2,3.0,2017,2017.0,13.0,69.0,Male,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD),"One week or more, but less than one month",Category 1 - Homeless (HUD),"Emergency shelter, incl. hotel/motel paid for w/ ES voucher, or RHY-funded Host Home shelter (HUD)"
865012,430970,"Staying or living with family, temporary tenure (HUD)",2017-02-25,2017-03-20,2,3.0,2017,2017.0,23.0,35.0,Male,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One month or more, but less than 90 days",Category 1 - Homeless (HUD),"Emergency shelter, incl. hotel/motel paid for w/ ES voucher, or RHY-funded Host Home shelter (HUD)"
865013,334496,"Staying or living with family, temporary tenure (HUD)",2017-02-21,2017-03-03,2,3.0,2017,2017.0,10.0,63.0,Female,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD),Two to six nights,Category 1 - Homeless (HUD),"Emergency shelter, incl. hotel/motel paid for w/ ES voucher, or RHY-funded Host Home shelter (HUD)"
865014,450354,"Staying or living with family, temporary tenure (HUD)",2017-02-28,2017-03-01,2,3.0,2017,2017.0,1.0,25.0,Female,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One month or more, but less than 90 days",Category 1 - Homeless (HUD),Place not meant for habitation (HUD)
865020,421416,"Staying or living with family, temporary tenure (HUD)",2017-02-25,2017-03-20,2,3.0,2017,2017.0,23.0,19.0,Male,Male,Black or African American (HUD),Hispanic/Latino (HUD),No (HUD),One year or longer (HUD),Category 1 - Homeless (HUD),"Staying or living in a friend's room, apartment or house (HUD)"
865496,206862,"Staying or living with family, temporary tenure (HUD)",2017-03-02,2017-03-02,3,3.0,2017,2017.0,0.0,33.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),Place not meant for habitation (HUD)
865497,215248,"Staying or living with family, temporary tenure (HUD)",2017-02-18,2017-04-27,2,4.0,2017,2017.0,68.0,57.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD),"One month or more, but less than 90 days",Category 1 - Homeless (HUD),Place not meant for habitation (HUD)
865498,450442,"Staying or living with family, temporary tenure (HUD)",2017-02-21,2017-05-30,2,5.0,2017,2017.0,98.0,21.0,Male,Male,American Indian or Alaska Native (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One year or longer (HUD),Category 1 - Homeless (HUD),"Staying or living in a friend's room, apartment or house (HUD)"
865978,1555,"Rental by client, with other ongoing housing subsidy (HUD)",2017-03-02,2017-08-18,3,8.0,2017,2017.0,169.0,31.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)"
865979,445768,"Staying or living with family, temporary tenure (HUD)",2017-03-02,2017-03-04,3,3.0,2017,2017.0,2.0,20.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One month or more, but less than 90 days",Category 1 - Homeless (HUD),Substance abuse treatment facility or detox center (HUD)
865980,197232,"Staying or living with family, temporary tenure (HUD)",2017-03-02,2017-03-04,3,3.0,2017,2017.0,2.0,44.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),"Staying or living in a friend's room, apartment or house (HUD)"
865981,287255,"Staying or living with family, temporary tenure (HUD)",2017-03-01,2017-03-04,3,3.0,2017,2017.0,3.0,37.0,Male,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One week or more, but less than one month",Category 1 - Homeless (HUD),"Emergency shelter, incl. hotel/motel paid for w/ ES voucher, or RHY-funded Host Home shelter (HUD)"
865982,344697,"Staying or living with family, temporary tenure (HUD)",2017-03-02,2017-03-21,3,3.0,2017,2017.0,19.0,48.0,Female,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),"Emergency shelter, incl. hotel/motel paid for w/ ES voucher, or RHY-funded Host Home shelter (HUD)"
865983,199701,"Staying or living with family, temporary tenure (HUD)",2017-03-02,2017-03-06,3,3.0,2017,2017.0,4.0,46.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One month or more, but less than 90 days",Category 2 - At imminent risk of losing housing (HUD),"Emergency shelter, incl. hotel/motel paid for w/ ES voucher, or RHY-funded Host Home shelter (HUD)"
867011,430073,"Staying or living with family, temporary tenure (HUD)",2017-03-01,2017-03-31,3,3.0,2017,2017.0,30.0,52.0,Male,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One year or longer (HUD),Category 1 - Homeless (HUD),Place not meant for habitation (HUD)
867012,294203,Hospital or other residential non-psychiatric medical facility (HUD),2017-03-03,2017-04-27,3,4.0,2017,2017.0,55.0,48.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One week or more, but less than one month",Category 1 - Homeless (HUD),Hospital or other residential non-psychiatric medical facility (HUD)
867014,217907,"Staying or living with family, temporary tenure (HUD)",2017-03-04,2017-03-06,3,3.0,2017,2017.0,2.0,63.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One year or longer (HUD),Category 1 - Homeless (HUD),Place not meant for habitation (HUD)
867016,215048,"Staying or living with family, temporary tenure (HUD)",2017-03-03,2017-03-11,3,3.0,2017,2017.0,8.0,40.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One night or less,Category 1 - Homeless (HUD),Place not meant for habitation (HUD)
867018,397538,"Staying or living with family, temporary tenure (HUD)",2017-03-03,2017-03-09,3,3.0,2017,2017.0,6.0,47.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One night or less,Category 1 - Homeless (HUD),"Emergency shelter, incl. hotel/motel paid for w/ ES voucher, or RHY-funded Host Home shelter (HUD)"
867021,163753,"Staying or living with family, temporary tenure (HUD)",2017-03-05,2017-03-06,3,3.0,2017,2017.0,1.0,49.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One month or more, but less than 90 days",Category 1 - Homeless (HUD),"Emergency shelter, incl. hotel/motel paid for w/ ES voucher, or RHY-funded Host Home shelter (HUD)"
867023,339258,"Staying or living with family, temporary tenure (HUD)",2017-02-27,2017-07-17,2,7.0,2017,2017.0,140.0,43.0,Male,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One week or more, but less than one month",Category 1 - Homeless (HUD),Place not meant for habitation (HUD)
867026,127847,"Staying or living with family, temporary tenure (HUD)",2017-03-05,2017-04-27,3,4.0,2017,2017.0,53.0,19.0,Female,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One week or more, but less than one month",Category 1 - Homeless (HUD),Hotel or motel paid for without emergency shelter voucher (HUD)
867062,186593,Hospital or other residential non-psychiatric medical facility (HUD),2017-03-05,2017-05-04,3,5.0,2017,2017.0,60.0,48.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD),Two to six nights,Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)"
867063,189803,Hospital or other residential non-psychiatric medical facility (HUD),2017-03-05,2017-05-04,3,5.0,2017,2017.0,60.0,44.0,Female,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),Two to six nights,Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)"
867597,76511,"Staying or living with family, temporary tenure (HUD)",2017-03-06,2017-03-23,3,3.0,2017,2017.0,17.0,49.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One year or longer (HUD),Category 1 - Homeless (HUD),Place not meant for habitation (HUD)
867598,450721,"Jail, prison or juvenile detention facility (HUD)",2017-03-06,2017-05-28,3,5.0,2017,2017.0,83.0,45.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One year or longer (HUD),Category 1 - Homeless (HUD),Place not meant for habitation (HUD)
867599,450720,"Staying or living with family, temporary tenure (HUD)",2017-03-06,2017-03-09,3,3.0,2017,2017.0,3.0,54.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One week or more, but less than one month",Category 1 - Homeless (HUD),Place not meant for habitation (HUD)
867600,346065,"Staying or living with family, temporary tenure (HUD)",2017-03-06,2017-03-20,3,3.0,2017,2017.0,14.0,52.0,Male,Male,White (HUD),Hispanic/Latino (HUD),No (HUD),"One month or more, but less than 90 days",Category 1 - Homeless (HUD),Place not meant for habitation (HUD)
867601,450717,"Staying or living with family, temporary tenure (HUD)",2017-03-06,2017-03-29,3,3.0,2017,2017.0,23.0,24.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One month or more, but less than 90 days",Category 1 - Homeless (HUD),Place not meant for habitation (HUD)
867602,251488,"Emergency shelter, incl. hotel/motel paid for w/ ES voucher, or RHY-funded Host Home shelter (HUD)",2017-03-03,2017-10-31,3,10.0,2017,2017.0,242.0,50.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),"Staying or living in a friend's room, apartment or house (HUD)"
867603,450719,"Staying or living with family, temporary tenure (HUD)",2017-03-04,2017-03-10,3,3.0,2017,2017.0,6.0,63.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One month or more, but less than 90 days",Category 1 - Homeless (HUD),"Staying or living in a friend's room, apartment or house (HUD)"
867604,426301,"Staying or living with family, temporary tenure (HUD)",2017-03-06,2017-03-10,3,3.0,2017,2017.0,4.0,50.0,Female,Female,White (HUD),Hispanic/Latino (HUD),No (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)"
867605,450722,"Staying or living with family, temporary tenure (HUD)",2017-03-05,2017-03-21,3,3.0,2017,2017.0,16.0,27.0,Female,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One year or longer (HUD),Category 1 - Homeless (HUD),Place not meant for habitation (HUD)
867606,386678,Psychiatric hospital or other psychiatric facility (HUD),2017-03-06,2017-03-23,3,3.0,2017,2017.0,17.0,29.0,Female,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One night or less,,"Staying or living in a family member's room, apartment or house (HUD)"
867607,443930,"Staying or living with family, temporary tenure (HUD)",2017-03-06,2017-04-22,3,4.0,2017,2017.0,47.0,52.0,Female,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),Two to six nights,,Psychiatric hospital or other psychiatric facility (HUD)
867608,450723,"Staying or living with family, temporary tenure (HUD)",2017-03-06,2017-03-10,3,3.0,2017,2017.0,4.0,54.0,Female,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One week or more, but less than one month",Category 1 - Homeless (HUD),Place not meant for habitation (HUD)
867641,450718,"Staying or living with family, temporary tenure (HUD)",2017-03-06,2017-03-10,3,3.0,2017,2017.0,4.0,52.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One month or more, but less than 90 days",Category 1 - Homeless (HUD),"Emergency shelter, incl. hotel/motel paid for w/ ES voucher, or RHY-funded Host Home shelter (HUD)"
867642,265379,Psychiatric hospital or other psychiatric facility (HUD),2017-03-06,2017-03-09,3,3.0,2017,2017.0,3.0,33.0,Male,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One month or more, but less than 90 days",Category 1 - Homeless (HUD),Hospital or other residential non-psychiatric medical facility (HUD)
867643,275918,"Staying or living with family, temporary tenure (HUD)",2017-03-03,2017-03-29,3,3.0,2017,2017.0,26.0,50.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One night or less,Category 1 - Homeless (HUD),Hospital or other residential non-psychiatric medical facility (HUD)
867645,163753,"Staying or living with family, temporary tenure (HUD)",2017-03-06,2017-03-20,3,3.0,2017,2017.0,14.0,49.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One month or more, but less than 90 days",Category 1 - Homeless (HUD),"Emergency shelter, incl. hotel/motel paid for w/ ES voucher, or RHY-funded Host Home shelter (HUD)"
868072,430244,"Staying or living with family, temporary tenure (HUD)",2017-03-05,2017-04-14,3,4.0,2017,2017.0,40.0,56.0,Female,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",,"Staying or living in a family member's room, apartment or house (HUD)"
868073,174666,Transitional housing for homeless persons (including homeless youth) (HUD),2017-03-07,2017-04-03,3,4.0,2017,2017.0,27.0,52.0,Female,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One week or more, but less than one month",Category 1 - Homeless (HUD),Hotel or motel paid for without emergency shelter voucher (HUD)
868074,409781,"Staying or living with family, temporary tenure (HUD)",2017-03-03,2017-05-08,3,5.0,2017,2017.0,66.0,39.0,Female,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One year or longer (HUD),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)"
868075,447282,"Staying or living with family, temporary tenure (HUD)",2017-03-07,2017-03-12,3,3.0,2017,2017.0,5.0,20.0,Female,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One night or less,Category 1 - Homeless (HUD),Hotel or motel paid for without emergency shelter voucher (HUD)
868159,143273,No exit interview completed (HUD),2017-03-06,2017-03-06,3,3.0,2017,2017.0,0.0,52.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One year or longer (HUD),Category 1 - Homeless (HUD),Place not meant for habitation (HUD)
868988,429152,"Staying or living with family, temporary tenure (HUD)",2017-03-08,2017-06-27,3,6.0,2017,2017.0,111.0,32.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),Two to six nights,Category 1 - Homeless (HUD),"Emergency shelter, incl. hotel/motel paid for w/ ES voucher, or RHY-funded Host Home shelter (HUD)"
868989,224787,"Staying or living with family, temporary tenure (HUD)",2017-03-09,2017-07-15,3,7.0,2017,2017.0,128.0,66.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One week or more, but less than one month",Category 1 - Homeless (HUD),"Rental by client, no ongoing housing subsidy (HUD)"
872610,206862,"Staying or living with family, temporary tenure (HUD)",2017-03-11,2017-03-20,3,3.0,2017,2017.0,9.0,33.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),Place not meant for habitation (HUD)
872611,322997,"Staying or living with family, temporary tenure (HUD)",2017-03-11,2017-03-20,3,3.0,2017,2017.0,9.0,39.0,Male,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),Two to six nights,Category 1 - Homeless (HUD),Hotel or motel paid for without emergency shelter voucher (HUD)
872612,160302,"Staying or living with family, temporary tenure (HUD)",2017-03-11,2017-03-20,3,3.0,2017,2017.0,9.0,44.0,Male,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),"Jail, prison or juvenile detention facility (HUD)"
872613,448800,"Staying or living with family, temporary tenure (HUD)",2017-03-11,2017-05-29,3,5.0,2017,2017.0,79.0,18.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),Two to six nights,Category 1 - Homeless (HUD),Place not meant for habitation (HUD)
872614,227678,"Staying or living with family, temporary tenure (HUD)",2017-03-11,2017-03-20,3,3.0,2017,2017.0,9.0,33.0,Male,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One month or more, but less than 90 days",Category 1 - Homeless (HUD),Place not meant for habitation (HUD)
872615,450718,"Staying or living with family, temporary tenure (HUD)",2017-03-11,2017-03-27,3,3.0,2017,2017.0,16.0,52.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One month or more, but less than 90 days",Category 1 - Homeless (HUD),"Emergency shelter, incl. hotel/motel paid for w/ ES voucher, or RHY-funded Host Home shelter (HUD)"
872626,215048,"Staying or living with friends, temporary tenure (HUD)",2017-03-12,2017-11-22,3,11.0,2017,2017.0,255.0,40.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One night or less,Category 1 - Homeless (HUD),Place not meant for habitation (HUD)
872627,287330,"Staying or living with family, temporary tenure (HUD)",2017-03-12,2017-03-20,3,3.0,2017,2017.0,8.0,52.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One month or more, but less than 90 days",Category 1 - Homeless (HUD),"Emergency shelter, incl. hotel/motel paid for w/ ES voucher, or RHY-funded Host Home shelter (HUD)"
872628,113217,"Staying or living with family, temporary tenure (HUD)",2017-03-12,2017-03-20,3,3.0,2017,2017.0,8.0,48.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One month or more, but less than 90 days",Category 1 - Homeless (HUD),"Emergency shelter, incl. hotel/motel paid for w/ ES voucher, or RHY-funded Host Home shelter (HUD)"
872629,198791,"Staying or living with family, temporary tenure (HUD)",2017-03-13,2017-03-20,3,3.0,2017,2017.0,7.0,39.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),"Rental by client, no ongoing housing subsidy (HUD)"
